user_id,age_group,language_preferred
a4218,30-36 years,English
a4219,36-45 years,English
a4220,36-45 years,English
a4221,45-55 years,English
a4222,45-55 years,English
a4223,0-18 years,English
a4224,0-18 years,English
a4225,19-24 years,English
a4226,19-24 years,English
a4227,24-30 years,English
a4228,24-30 years,English
a4229,30-36 years,English
a4230,30-36 years,English
a4231,36-45 years,English
a4232,36-45 years,English
a4233,45-55 years,English
a4234,45-55 years,English
a4235,0-18 years,English
a4236,0-18 years,English
a4237,19-24 years,English
a4238,19-24 years,English
a4239,24-30 years,English
a4240,24-30 years,English
a4241,30-36 years,English
a4242,30-36 years,English
a4243,36-45 years,Spanish
a4244,36-45 years,Spanish
a4245,45-55 years,English
a4246,45-55 years,English
a4247,0-18 years,English
a4248,0-18 years,English
a4249,19-24 years,English
a4250,19-24 years,English
a4251,24-30 years,English
a4252,24-30 years,English
a4253,30-36 years,English
a4254,30-36 years,English
a4255,36-45 years,English
a4256,36-45 years,English
a4257,45-55 years,English
a4258,45-55 years,English
a4259,0-18 years,English
a4260,0-18 years,English
a4261,19-24 years,Spanish
a4262,19-24 years,Spanish
a4263,24-30 years,English
a4264,24-30 years,English
a4265,30-36 years,English
a4266,30-36 years,English
a4267,36-45 years,English
a4268,36-45 years,English
a4269,45-55 years,English
a4270,45-55 years,English
a4271,0-18 years,English
a4272,0-18 years,English
a4273,19-24 years,Spanish
a4274,19-24 years,Spanish
a4275,24-30 years,English
a4276,24-30 years,English
a4277,30-36 years,English
a4278,30-36 years,English
a4279,36-45 years,Spanish
a4280,36-45 years,Spanish
a4281,45-55 years,English
a4282,45-55 years,English
a4283,0-18 years,English
a4284,0-18 years,English
a4285,19-24 years,English
a4286,19-24 years,English
a4287,24-30 years,English
a4288,24-30 years,English
a4289,30-36 years,English
a4290,30-36 years,English
a4291,36-45 years,Spanish
a4292,36-45 years,Spanish
a4293,45-55 years,English
a4294,45-55 years,English
a4295,0-18 years,English
a4296,0-18 years,English
a4297,19-24 years,English
a4298,19-24 years,English
a4299,24-30 years,English
a4300,24-30 years,English
a4301,30-36 years,English
a4302,30-36 years,English
a4303,36-45 years,English
a4304,36-45 years,English
a4305,45-55 years,English
a4306,45-55 years,English
a4307,0-18 years,English
a4308,0-18 years,English
a4309,19-24 years,Spanish
a4310,19-24 years,Spanish
a4311,24-30 years,English
a4312,24-30 years,English
a4313,30-36 years,English
a4314,30-36 years,English
a4315,36-45 years,English
a4316,36-45 years,English
a4317,45-55 years,English
a4318,45-55 years,English
a4319,0-18 years,English
a4320,0-18 years,English
a4321,19-24 years,English
a4322,19-24 years,English
a4323,24-30 years,Spanish
a4324,24-30 years,Spanish
a4325,30-36 years,English
a4326,30-36 years,English
a4327,36-45 years,English
a4328,36-45 years,English
a4329,45-55 years,English
a4330,45-55 years,English
a4331,0-18 years,English
a4332,0-18 years,English
a4333,19-24 years,English
a4334,19-24 years,English
a4335,24-30 years,English
a4336,24-30 years,English
a4337,30-36 years,English
a4338,30-36 years,English
a4339,36-45 years,Spanish
a4340,36-45 years,Spanish
a4341,45-55 years,English
a4342,45-55 years,English
a4343,0-18 years,English
a4344,0-18 years,English
a4345,19-24 years,English
a4346,19-24 years,English
a4347,24-30 years,English
a4348,24-30 years,English
a4349,30-36 years,English
a4350,30-36 years,English
a4351,36-45 years,English
a4352,36-45 years,English
a4353,45-55 years,English
a4354,45-55 years,English
a4355,0-18 years,Spanish
a4356,0-18 years,Spanish
a4357,19-24 years,English
a4358,19-24 years,English
a4359,24-30 years,English
a4360,24-30 years,English
a4361,30-36 years,English
a4362,30-36 years,English
a4363,36-45 years,English
a4364,36-45 years,English
a4365,45-55 years,English
a4366,45-55 years,English
a4367,0-18 years,English
a4368,0-18 years,English
a4369,19-24 years,English
a4370,19-24 years,English
a4371,24-30 years,Spanish
a4372,24-30 years,Spanish
a4373,30-36 years,English
a4374,30-36 years,English
a4375,36-45 years,English
a4376,36-45 years,English
a4377,45-55 years,English
a4378,45-55 years,English
a4379,0-18 years,English
a4380,0-18 years,English
a4381,19-24 years,English
a4382,19-24 years,English
a4383,24-30 years,English
a4384,24-30 years,English
a4385,30-36 years,English
a4386,30-36 years,English
a4387,36-45 years,English
a4388,36-45 years,English
a4389,45-55 years,English
a4390,45-55 years,English
a4391,0-18 years,English
a4392,0-18 years,English
a4393,19-24 years,English
a4394,19-24 years,English
a4395,24-30 years,English
a4396,24-30 years,English
a4397,30-36 years,English
a4398,30-36 years,English
a4399,36-45 years,English
a4400,36-45 years,English
a4401,45-55 years,English
a4402,45-55 years,English
a4403,0-18 years,English
a4404,0-18 years,English
a4405,19-24 years,English
a4406,19-24 years,English
a4407,24-30 years,English
a4408,24-30 years,English
a4409,30-36 years,English
a4410,30-36 years,English
a4411,36-45 years,English
a4412,36-45 years,English
a4413,45-55 years,English
a4414,45-55 years,English
a4415,0-18 years,English
a4416,0-18 years,English
a4417,19-24 years,English
a4418,19-24 years,English
a4419,24-30 years,English
a4420,24-30 years,English
a4421,30-36 years,English
a4422,30-36 years,English
a4423,36-45 years,English
a4424,36-45 years,English
a4425,45-55 years,English
a4426,45-55 years,English
a4427,0-18 years,English
a4428,0-18 years,English
a4429,19-24 years,English
a4430,19-24 years,English
a4431,24-30 years,English
a4432,24-30 years,English
a4433,30-36 years,English
a4434,30-36 years,English
a4435,36-45 years,English
a4436,36-45 years,English
a4437,45-55 years,English
a4438,45-55 years,English
a4439,0-18 years,English
a4440,0-18 years,English
a4441,19-24 years,English
a4442,19-24 years,English
a4443,24-30 years,English
a4444,24-30 years,English
a4445,30-36 years,English
a4446,30-36 years,English
a4447,36-45 years,English
a4448,36-45 years,English
a4449,45-55 years,English
a4450,45-55 years,English
a4451,0-18 years,English
a4452,0-18 years,English
a4453,19-24 years,English
a4454,19-24 years,English
a4455,24-30 years,English
a4456,24-30 years,English
a4457,30-36 years,English
a4458,30-36 years,English
a4459,36-45 years,English
a4460,36-45 years,English
a4461,45-55 years,English
a4462,45-55 years,English
a4463,0-18 years,English
a4464,0-18 years,English
a4465,19-24 years,English
a4466,19-24 years,English
a4467,24-30 years,Spanish
a4468,24-30 years,Spanish
a4469,30-36 years,English
a4470,30-36 years,English
a4471,36-45 years,English
a4472,36-45 years,English
a4473,45-55 years,English
a4474,45-55 years,English
a4475,0-18 years,English
a4476,0-18 years,English
a4477,19-24 years,English
a4478,19-24 years,English
a4479,24-30 years,English
a4480,24-30 years,English
a4481,30-36 years,English
a4482,30-36 years,English
a4483,36-45 years,English
a4484,36-45 years,English
a4485,45-55 years,Spanish
a4486,45-55 years,Spanish
a4487,0-18 years,English
a4488,0-18 years,English
a4489,19-24 years,English
a4490,19-24 years,English
a4491,24-30 years,English
a4492,24-30 years,English
a4493,30-36 years,English
a4494,30-36 years,English
a4495,36-45 years,English
a4496,36-45 years,English
a4497,45-55 years,Spanish
a4498,45-55 years,Spanish
a4499,0-18 years,English
a4500,0-18 years,English
a4501,19-24 years,Spanish
a4502,19-24 years,Spanish
a4503,24-30 years,English
a4504,24-30 years,English
a4505,30-36 years,English
a4506,30-36 years,English
a4507,36-45 years,English
a4508,36-45 years,English
a4509,45-55 years,English
a4510,45-55 years,English
a4511,0-18 years,English
a4512,0-18 years,English
a4513,19-24 years,English
a4514,19-24 years,English
a4515,24-30 years,Spanish
a4516,24-30 years,Spanish
a4517,30-36 years,English
a4518,30-36 years,English
a4519,36-45 years,English
a4520,36-45 years,English
a4521,45-55 years,English
a4522,45-55 years,English
a4523,0-18 years,English
a4524,0-18 years,English
a4525,19-24 years,English
a4526,19-24 years,English
a4527,24-30 years,English
a4528,24-30 years,English
a4529,30-36 years,English
a4530,30-36 years,English
a4531,36-45 years,English
a4532,36-45 years,English
a4533,45-55 years,English
a4534,45-55 years,English
a4535,0-18 years,English
a4536,0-18 years,English
a4537,19-24 years,English
a4538,19-24 years,English
a4539,24-30 years,English
a4540,24-30 years,English
a4541,30-36 years,English
a4542,30-36 years,English
a4543,36-45 years,English
a4544,36-45 years,English
a4545,45-55 years,English
a4546,45-55 years,English
a4547,0-18 years,English
a4548,0-18 years,English
a4549,19-24 years,Spanish
a4550,19-24 years,Spanish
a4551,24-30 years,English
a4552,24-30 years,English
a4553,30-36 years,English
a4554,30-36 years,English
a4555,36-45 years,English
a4556,36-45 years,English
a4557,45-55 years,English
a4558,45-55 years,English
a4559,0-18 years,English
a4560,0-18 years,English
a4561,19-24 years,English
a4562,19-24 years,English
a4563,24-30 years,English
a4564,24-30 years,English
a4565,30-36 years,English
a4566,30-36 years,English
a4567,36-45 years,English
a4568,36-45 years,English
a4569,45-55 years,English
a4570,45-55 years,English
a4571,0-18 years,English
a4572,0-18 years,English
a4573,19-24 years,English
a4574,19-24 years,English
a4575,24-30 years,English
a4576,24-30 years,English
a4577,30-36 years,English
a4578,30-36 years,English
a4579,36-45 years,English
a4580,36-45 years,English
a4581,45-55 years,English
a4582,45-55 years,English
a4583,0-18 years,Spanish
a4584,0-18 years,Spanish
a4585,19-24 years,English
a4586,19-24 years,English
a4587,24-30 years,English
a4588,24-30 years,English
a4589,30-36 years,English
a4590,30-36 years,English
a4591,36-45 years,English
a4592,36-45 years,English
a4593,45-55 years,English
a4594,45-55 years,English
a4595,0-18 years,Spanish
a4596,0-18 years,Spanish
a4597,19-24 years,English
a4598,19-24 years,English
a4599,24-30 years,English
a4600,24-30 years,English
a4601,30-36 years,English
a4602,30-36 years,English
a4603,36-45 years,English
a4604,36-45 years,English
a4605,45-55 years,English
a4606,45-55 years,English
a4607,0-18 years,English
a4608,0-18 years,English
a4609,19-24 years,Spanish
a4610,19-24 years,Spanish
a4611,24-30 years,English
a4612,24-30 years,English
a4613,30-36 years,English
a4614,30-36 years,English
a4615,36-45 years,English
a4616,36-45 years,English
a4617,45-55 years,English
a4618,45-55 years,English
a4619,0-18 years,English
a4620,0-18 years,English
a4621,19-24 years,English
a4622,19-24 years,English
a4623,24-30 years,English
a4624,24-30 years,English
a4625,30-36 years,English
a4626,30-36 years,English
a4627,36-45 years,English
a4628,36-45 years,English
a4629,45-55 years,English
a4630,45-55 years,English
a4631,0-18 years,English
a4632,0-18 years,English
a4633,19-24 years,English
a4634,19-24 years,English
a4635,24-30 years,English
a4636,24-30 years,English
a4637,30-36 years,English
a4638,30-36 years,English
a4639,36-45 years,English
a4640,36-45 years,English
a4641,45-55 years,Spanish
a4642,45-55 years,Spanish
a4643,0-18 years,English
a4644,0-18 years,English
a4645,19-24 years,English
a4646,19-24 years,English
a4647,24-30 years,English
a4648,24-30 years,English
a4649,30-36 years,English
a4650,30-36 years,English
a4651,36-45 years,English
a4652,36-45 years,English
a4653,45-55 years,English
a4654,45-55 years,English
a4655,0-18 years,English
a4656,0-18 years,English
a4657,19-24 years,Spanish
a4658,19-24 years,Spanish
a4659,24-30 years,English
a4660,24-30 years,English
a4661,30-36 years,English
a4662,30-36 years,English
a4663,36-45 years,English
a4664,36-45 years,English
a4665,45-55 years,English
a4666,45-55 years,English
a4667,0-18 years,English
a4668,0-18 years,English
a4669,19-24 years,English
a4670,19-24 years,English
a4671,24-30 years,English
a4672,24-30 years,English
a4673,30-36 years,English
a4674,30-36 years,English
a4675,36-45 years,Spanish
a4676,36-45 years,Spanish
a4677,45-55 years,English
a4678,45-55 years,English
a4679,0-18 years,English
a4680,0-18 years,English
a4681,19-24 years,English
a4682,19-24 years,English
a4683,24-30 years,English
a4684,24-30 years,English
a4685,30-36 years,English
a4686,30-36 years,English
a4687,30-36 years,English
a4688,36-45 years,English
a4689,36-45 years,English
a4690,36-45 years,English
a4691,45-55 years,English
a4692,45-55 years,English
a4693,45-55 years,English
a4694,0-18 years,English
a4695,0-18 years,English
a4696,0-18 years,English
a4697,19-24 years,English
a4698,19-24 years,English
a4699,19-24 years,English
a4700,24-30 years,English
a4701,24-30 years,English
a4702,24-30 years,English
a4703,30-36 years,English
a4704,30-36 years,English
a4705,30-36 years,English
a4706,36-45 years,English
a4707,36-45 years,English
a4708,36-45 years,English
a4709,45-55 years,English
a4710,45-55 years,English
a4711,45-55 years,English
a4712,0-18 years,English
a4713,0-18 years,English
a4714,0-18 years,English
a4715,19-24 years,English
a4716,19-24 years,English
a4717,19-24 years,English
a4718,24-30 years,English
a4719,24-30 years,English
a4720,24-30 years,English
a4721,30-36 years,English
a4722,30-36 years,English
a4723,30-36 years,English
a4724,36-45 years,English
a4725,36-45 years,English
a4726,36-45 years,English
a4727,45-55 years,English
a4728,45-55 years,English
a4729,45-55 years,English
a4730,0-18 years,English
a4731,0-18 years,English
a4732,19-24 years,English
a4733,19-24 years,English
a4734,24-30 years,English
a4735,24-30 years,English
a4736,30-36 years,English
a4737,30-36 years,English
a4738,36-45 years,English
a4739,36-45 years,English
a4740,45-55 years,English
a4741,45-55 years,English
a4742,0-18 years,English
a4743,0-18 years,English
a4744,19-24 years,English
a4745,19-24 years,English
a4746,24-30 years,English
a4747,24-30 years,English
a4748,30-36 years,English
a4749,30-36 years,English
a4750,36-45 years,English
a4751,36-45 years,English
a4752,45-55 years,English
a4753,45-55 years,English
a4754,0-18 years,English
a4755,0-18 years,English
a4756,19-24 years,English
a4757,19-24 years,English
a4758,24-30 years,English
a4759,24-30 years,English
a4760,30-36 years,English
a4761,30-36 years,English
a4762,36-45 years,English
a4763,36-45 years,English
a4764,45-55 years,English
a4765,45-55 years,English
a4766,0-18 years,English
a4767,0-18 years,English
a4768,19-24 years,English
a4769,19-24 years,English
a4770,24-30 years,English
a4771,24-30 years,English
a4772,30-36 years,English
a4773,30-36 years,English
a4774,36-45 years,English
a4775,36-45 years,English
a4776,45-55 years,English
a4777,45-55 years,English
a4778,0-18 years,English
a4779,0-18 years,English
a4780,19-24 years,English
a4781,19-24 years,English
a4782,24-30 years,English
a4783,24-30 years,English
a4784,30-36 years,English
a4785,30-36 years,English
a4786,36-45 years,English
a4787,36-45 years,English
a4788,45-55 years,English
a4789,45-55 years,English
a4790,0-18 years,English
a4791,0-18 years,English
a4792,19-24 years,English
a4793,19-24 years,English
a4794,24-30 years,English
a4795,24-30 years,English
a4796,30-36 years,English
a4797,30-36 years,English
a4798,36-45 years,English
a4799,36-45 years,English
a4800,45-55 years,English
a4801,45-55 years,English
a4802,0-18 years,English
a4803,0-18 years,English
a4804,19-24 years,English
a4805,19-24 years,English
a4806,24-30 years,English
a4807,24-30 years,English
a4808,30-36 years,English
a4809,30-36 years,English
a4810,36-45 years,English
a4811,36-45 years,English
a4812,45-55 years,English
a4813,45-55 years,English
a4814,0-18 years,English
